estadio;equipo_local;id_territorio;ciudad;barrio
CAMP DE FUTBOL MPAL. SOT DEL BAGUENY;SANT POL, AT. A;Sant Pol de Mar;Sant Pol de Mar;Sant Pol de Mar
CAMP DE FUTBOL MPAL. D´ALMACELLES;ALMACELLES , C.E. F. A;Almacelles;Almacelles;Almacelles
CAMP DE FUTBOL MPAL. LA BARRUANA;Pª BARC. SANT VICENÇ HORTS B;Sant Vicenç de Castellet;Sant Vicenç de Castellet;Sant Vicenç de Castellet
CAMP DE FUTBOL CEM MUNDET (1);CATALÒNIA, U.B. B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. D'AGRAMUNT ESCOLA GERARD GATELL;AGRAMUNT ESCOLA GERARD GATELL C.F A;Agramunt;Agramunt;Agramunt
CAMP DE FUTBOL MPAL. PONENT;PONENT C.F. A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. PERE GOL;LA SALUT PERE GOL AE. A;Badalona 16 (la Salut Centre);Badalona;la Salut Centre
CAMP DE FUTBOL MPAL. DE SANT PERE NORD;SANT PERE NORD , C.F. A;Sant Pere de Ribes;Sant Pere de Ribes;Sant Pere de Ribes
CAMP DE FUTBOL COL·LEGI SANT IGNASI;SANT IGNASI C.E. D;Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);Barcelona;la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo
No especificado;GRAMANET, UD.AT. A;Santa Coloma de Gramenet;Santa Coloma de Gramenet;Santa Coloma de Gramenet
CAMP DE FUTBOL ZEM CAN TINTORER;SPORTING GAVA 2021, FUTBOL CLUB C;Gavà;Gavà;Gavà
CAMP DE FUTBOL COL·LEGI VIARÓ;DAUMAR , ASSOCIACIO CLUB  A;Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);Sant Cugat del Vallès;Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells
CAMP DE FUTBOL MPAL. DE LES ARENES;JUAN XXIII,C.S. B;Terrassa 22 (les Arenes - la Grípia - Can Montllor);Terrassa;les Arenes - la Grípia - Can Montllor
CAMP DE FUTBOL MPAL. DE MOIÀ;MOIA, C.E. A;Moià;Moià;Moià
CAMP DE FUTBOL MPAL. DE BELLCAIRE D´EMPORDÀ;FUTBOL CLUB BELLCAIRE 2012 A;Bellcaire d'Empordà;Bellcaire d'Empordà;Bellcaire d'Empordà
CAMP DE FUTBOL MPAL. CAN CARTRÓ;CAN CARTRO, C.F. A;Desconocido;Desconocido;Desconocido
No especificado;POBLA MAFUMET, C.F. A;Pobla de Cérvoles, la;La Pobla de Cérvoles;La Pobla de Cérvoles
CAMP DE FUTBOL MPAL. CANYELLES (BCN);CANYELLES,C.E. A;Canyelles;Canyelles;Canyelles
CAMP DE FUTBOL COMPLEX ESPORTIU ANTONI PALAU;MIG SEGRIA, C.E. C;Palau d'Anglesola, el;El Palau d'Anglesola;El Palau d'Anglesola
CAMP DE FUTBOL MPAL. XEVI RAMON;FUNDACIO  UNIÓ ESPORTIVA VILASSAR  D;Sant Ramon;Sant Ramon;Sant Ramon
CAMP DE FUTBOL MPAL. DE NAVARCLES;NAVARCLES, C.F. A;Navarcles;Navarcles;Navarcles
CAMP DE FUTBOL MPAL. D´ANGLÈS;ANGLES C.E. A;Anglès;Anglès;Anglès
CAMP DE FUTBOL MPAL. DEL CATLLAR;EL CATLLAR, C.E. B;Catllar, el;El Catllar;El Catllar
CAMP DE FUTBOL ZEM CAN ROSÉS (1);RUBI, U.E. A;Roses;Roses;Roses
CAMP DE FUTBOL CEM CAN ZAM (2);SINGUERLIN, C.F. A;Santa Coloma de Gramenet 7 (Singuerlin - Can Zam);Santa Coloma de Gramenet;Singuerlin - Can Zam
CAMP DE FUTBOL MPAL. ALMEDA;ALMEDA, C.D. A;Cornellà de Llobregat 9 (Almeda);Cornellà de Llobregat;Almeda
CAMP DE FUTBOL MPAL. DE VILANOVA DEL VALLÈS;VILANOVA VALLES,C.F. B;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
No especificado;GAVA, C.F. A;Gavà;Gavà;Gavà
CAMP DE FUTBOL CEM FORT-PIENC;CHACARITA, C.F. A;Barcelona 15 (el Fort Pienc);Barcelona;el Fort Pienc
CAMP DE FUTBOL MPAL. PLÀ DEL BONAIRE;ESCUELA F. BONAIRE A;Pla de Santa Maria, el;El Pla de Santa Maria;El Pla de Santa Maria
CAMP DE FUTBOL MPAL. DE NAVARCLES;NAVARCLES, C.F. B;Navarcles;Navarcles;Navarcles
CAMP DE FUTBOL CEM CAN XAUBET;AQUA HOTEL FUTBOL CLUB A;Desconocido;Desconocido;Desconocido
No especificado;FUNDACIÓ UNIÓ ESPORTIVA VIC B;Vic;Vic;Vic
CAMP DE FUTBOL MPAL. CARMEL;CARMELO, C.D. A;Barcelona 118 (el Baix Carmel);Barcelona;el Baix Carmel
CAMP DE FUTBOL MPAL. DE CAN XALANT;JUVENTUS, A.C. B;Mataró 10 (la Llàntia);Mataró;la Llàntia
CAMP DE FUTBOL MPAL. SANT ILDEFONS;SANT ILDEFONS, U.E. A;Cornellà de Llobregat 6 (Sant Ildefons Oest);Cornellà de Llobregat;Sant Ildefons Oest
CAMP DE FUTBOL MPAL. DE VALLVIDRERA;DIAGONAL CLUB ESP. A;Barcelona 73 (Pedralbes, la Mercè i el Palau Reial);Barcelona;Pedralbes, la Mercè i el Palau Reial
CAMP DE FUTBOL MPAL. DISTRICTE 5È;REUS CITY ACADEMY FUTBOL CLUB A;Reus;Reus;Reus
CAMP DE FUTBOL MPAL. DE CASTELLDANS;CASTELLDANS, U.E. A;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró
CAMP DE FUTBOL MPAL. PUBILLA CASAS;FUNDACIÓ ACADÈMIA F. L'HOSPITALET  A;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
No especificado;FUNDACIÓ TERRASSA FC 1906 A;Terrassa;Terrassa;Terrassa
CAMP DE FUTBOL CEM CAN DRAGO;ALZAMORA, C.F. A;Barcelona 130 (Can Dragó);Barcelona;Can Dragó
CAMP DE FUTBOL MPAL. DE SANT ESTEVE SESROVIRES;SANT ESTEVE SESROVIRES, F.C. B;Sant Esteve de la Sarga;Sant Esteve de la Sarga;Sant Esteve de la Sarga
CAMP DE FUTBOL CEM CLOT DE LA MEL;VILA OLIMPICA CLUB ESP. D;Barcelona 172 (la Vila Olímpica i el Bogatell);Barcelona;la Vila Olímpica i el Bogatell
CAMP DE FUTBOL MPAL. JOAN SAUMELL;MEDIONA, C.F. A;Mediona;Mediona;Mediona
CAMP DE FUTBOL MPAL. DE BADALONA SUD;MONTSANT DE LA PEIRA, U.D. A;Badalona;Badalona;Badalona
CAMP DE FUTBOL MPAL. U.E.GURB;GURB, U.E.  A;Gurb;Gurb;Gurb
CAMP DE FUTBOL COL·LEGI LA FARGA;LA FARGA XXI, CE B;Sant Cugat del Vallès;Sant Cugat del Vallès;Sant Cugat del Vallès
CAMP DE FUTBOL MPAL. DE TEIÀ;JOVENTUT TEIA CLUB FUTBOL;Teià;Teià;Teià
CAMP DE FUTBOL ZEM D´HOSTALRIC;HOSTALRIC, AT.C. A;Hostalric;Hostalric;Hostalric
CAMP DE FUTBOL MPAL. ZONA SUD;MOLLETENSE, U.D. A;Mollet de Peralada;Mollet de Peralada;Mollet de Peralada
CAMP DE FUTBOL CEM SANT OLEGUER;ESCOLA F. SABADELL A;Sabadell;Sabadell;Sabadell
CAMP DE FUTBOL MPAL. POLIVALENT PINS VENS (RUGBY);SITGES, U.E. B;Santa Oliva;Santa Oliva;Santa Oliva
CAMP DE FUTBOL ZEM RAÜL PALOMA;ARGENTONA, C.F. C;Argentona;Argentona;Argentona
CAMP DE FUTBOL MPAL. DE LA BORDETA;VILANOVETA DE LLEIDA CF A;Lleida;Lleida;Lleida
CAMP DE FUTBOL ZEM SANT JORDI;TORREDEMBARRA, U.D. A;Sant Jordi Desvalls;Sant Jordi Desvalls;Sant Jordi Desvalls
No especificado;ROSES, A.E. B;Roses;Roses;Roses
CAMP DE FUTBOL MPAL. CAN BORRELL;RACING BLANENC F.C. A;Blanes;Blanes;Blanes
CAMP DE FUTBOL MPAL. TEIXONERA;ESCOLA DE FUTBOL STOITCHKOV-RACING SARRIÀ  B;Sarrià de Ter;Sarrià de Ter;Sarrià de Ter
CAMP DE FUTBOL MPAL. TON TUNEU;BCN PRO, F.C. A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. DE BESCANÓ;BESCANO, C.E. B;Bescanó;Bescanó;Bescanó
CAMP DE FUTBOL MPAL. PROVENÇANA;FUNDACIO ESPORT.HOSPITALET AT B;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
CAMP DE FUTBOL MPAL. CANOVELLES;CANOVELLES, U.E. A;Canovelles;Canovelles;Canovelles
CAMP DE FUTBOL CEM MARESME;PUJADAS, C.D. B;Barcelona 180 (el Maresme i el Maresme Vell);Barcelona;el Maresme i el Maresme Vell
No especificado;SANT CELONI, FUTBOL CLUB  C;Sant Celoni;Sant Celoni;Sant Celoni
CAMP DE FUTBOL MPAL. NARCÍS SALA;SANT ANDREU, U.E A;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca
CAMP DE FUTBOL ZEM BUFALÀ;BUFALA, C.F. B;Badalona 25 (Bufalà Oest - sector Can Barriga);Badalona;Bufalà Oest - sector Can Barriga
CAMP DE FUTBOL MPAL. IBERIA;SANTS, U.E. D;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. POBLENOU-AGAPITO FERNÁNDEZ;VILA OLIMPICA CLUB ESP. A;Barcelona 172 (la Vila Olímpica i el Bogatell);Barcelona;la Vila Olímpica i el Bogatell
CAMP DE FUTBOL MPAL. DEL CAMI DEL MIG;CERDANYOLA MATARO ASSOC.ESP.LL  A;Cerdanyola del Vallès;Cerdanyola del Vallès;Cerdanyola del Vallès
No especificado;FUNDACIO  F. VILANOVA I LA GELTRÚ B;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
CAMP DE FUTBOL CEM LA BASCULA EMILIO FERNANDEZ F11;COL.LEGI SAGRAT COR SARRIA AMPA A;Barcelona 51 (la Mare de Déu de Port, Can Clos i el Polvorí);Barcelona;la Mare de Déu de Port, Can Clos i el Polvorí
CAMP DE FUTBOL MPAL. HORTA;HORTA, U.AT. B;Barcelona 124 (Sant Joan d'Horta);Barcelona;Sant Joan d'Horta
CAMP DE FUTBOL MPAL. LA MAURINA;MAURINA EGARA, C.F. B;Terrassa 15 (la Maurina);Terrassa;la Maurina
CAMP DE FUTBOL MPAL. DE SANTA SUSANNA;SANTA SUSANNA ASSOC. ESP. A;Santa Susanna;Santa Susanna;Santa Susanna
CAMP DE FUTBOL MPAL. POMAR;POMAR, C.D. B;Badalona 29 (Canyet - Mas Ram - Pomar de Dalt - Pomar);Badalona;Canyet - Mas Ram - Pomar de Dalt - Pomar
CAMP DE FUTBOL MPAL. EL GORNAL;GORNAL, U.D. A;Hospitalet de Llobregat 28 (el Gornal), l';Hospitalet de Llobregat;el Gornal
CAMP DE FUTBOL MPAL. LA CREU;SABADELLENCA, UE. C;Sabadell;Sabadell;Sabadell
CAMP DE FUTBOL MPAL. IBERIA;ESCOLA F ANGEL PEDRAZA A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL ESCOLA INDUSTRIAL;Pª BARC. ANGUERA D;Barcelona 35 (l'Escola Industrial);Barcelona;l'Escola Industrial
CAMP DE FUTBOL CEM GUINARDÓ;MARTINENC, F.C. B;Sant Martí d'Albars;Sant Martí d'Albars;Sant Martí d'Albars
CAMP DE FUTBOL ZEM CAN RULL-PACO HERRERA (1);CAN RULL ROMULO TRONCHONI, CFU C;Sabadell 14 (Can Rull Nord - Via Alexandra);Sabadell;Can Rull Nord - Via Alexandra
CAMP DE FUTBOL MPAL. SANT GENÍS;Pª BARC. VILLAVERDE-PENITENTS A;Barcelona 120 (Sant Genís dels Agudells);Barcelona;Sant Genís dels Agudells
CAMP DE FUTBOL ESCOLA PIA DE SARRIÀ;ESCOLA PIA SARRIÀ S.E. A;Sarrià de Ter;Sarrià de Ter;Sarrià de Ter
CAMP DE FUTBOL IEM LA ROMÀNICA;LA ROMANICA, C.F. B;Barberà del Vallès;Barberà del Vallès;Barberà del Vallès
CAMP DE FUTBOL MPAL. DE SANT JUST DESVERN;SANT JUST DESVERN CLUB FUTBOL B;Sant Just Desvern;Sant Just Desvern;Sant Just Desvern
CAMP DE FUTBOL MPAL. ROUREDA;NAISE BARCELONA FOOTBALL CLUB A;Sabadell 12 (la Roureda - Sant Julià);Sabadell;la Roureda - Sant Julià
CAMP DE FUTBOL ZEM CAN ROSÉS (1);RUBI, U.E. C;Roses;Roses;Roses
CAMP DE FUTBOL MPAL. SANT ILDEFONS;SANT ILDEFONS, U.E. D;Cornellà de Llobregat 6 (Sant Ildefons Oest);Cornellà de Llobregat;Sant Ildefons Oest
CAMP DE FUTBOL CLUB JUNIOR, F.C.;JUNIOR,C.F. D;Sant Cugat del Vallès 9 (Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells);Sant Cugat del Vallès;Can Sant Joan - Sant Mamet - Vullpalleres - Can Barata - Sector Nord - Can Graells
CAMP DE FUTBOL MPAL. LLOREDA;LLOREDA, C.F. B;Badalona 22 (Lloreda);Badalona;Lloreda
CAMP DE FUTBOL MPAL. ROUREDA;NAISE BARCELONA FOOTBALL CLUB B;Sabadell 12 (la Roureda - Sant Julià);Sabadell;la Roureda - Sant Julià
CAMP DE FUTBOL MPAL. DE GRANOLLERS;GRANOLLERS, E.C. C;Granollers;Granollers;Granollers
CAMP DE FUTBOL MPAL. DE LA GUARDIA;SANT VICENÇ DELS HORTS  ASSOC. FUTBOL A;Sant Vicenç de Castellet;Sant Vicenç de Castellet;Sant Vicenç de Castellet
CAMP DE FUTBOL MPAL. NOU SARDENYA;EUROPA, C.E. A;Barcelona 103 (Joanic);Barcelona;Joanic
No especificado;HOSPITALENSE, AT.C. D;Hospitalet de Llobregat 3 (Centre - la Farga), l';Hospitalet de Llobregat;Centre - la Farga
CAMP DE FUTBOL MPAL. DE GOLMÉS;PLA URGELL, C.E. B;Golmés;Golmés;Golmés
CAMP DE FUTBOL MPAL. DE PRATS DE LLUÇANES;PRADENC,F.C. B;Lluçà;Lluçà;Lluçà
CAMP DE FUTBOL MPAL. DE L´ESCALA;L'ESCALA, F.C. C;Escala, l';L'Escala;L'Escala
CAMP DE FUTBOL ZEM CAN CABANYES;SISTRELLS C.F. C;Badalona 18 (Sistrells);Badalona;Sistrells
CAMP DE FUTBOL CEM MARESME;POBLE NOU, AT. A;Barcelona 180 (el Maresme i el Maresme Vell);Barcelona;el Maresme i el Maresme Vell
CAMP DE FUTBOL MPAL. D´OCATA;MASNOU AT. A;Masnou, el;El Masnou;El Masnou
CAMP DE FUTBOL ZEM D´OLOST;OLOST, F.C. A;Olost;Olost;Olost
CAMP DE FUTBOL MPAL. DE L´ALBAGÉS;ALBAGES, C.F. A;Albagés, l';L'Albagés;L'Albagés
CAMP DE FUTBOL MPAL. POBLENOU-AGAPITO FERNÁNDEZ;POBLENOU FUTBOL CLUB A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. GERMANS SÀBAT;ESCOLA F. GIRONES-SABAT B;Girona;Girona;Girona
CAMP DE FUTBOL ZEM BUFALÀ;BUFALA, C.F. C;Badalona 25 (Bufalà Oest - sector Can Barriga);Badalona;Bufalà Oest - sector Can Barriga
CAMP DE FUTBOL MPAL. TORRE-ROJA;ATHLETIC VILADECANS FUTBOL CLUB C;Torre de Cabdella, la;La Torre de Cabdella;La Torre de Cabdella
No especificado;VILASSAR DALT-GIATSU, C.E. E;Vilassar de Dalt;Vilassar de Dalt;Vilassar de Dalt
CAMP DE FUTBOL MPAL. CAN FATJÓ;OLIMPIC CAN FATJO, C.E. B;Cornellà de Llobregat 2 (Fontsanta - Fatjó);Cornellà de Llobregat;Fontsanta - Fatjó
CAMP DE FUTBOL MPAL. DE CORBERA DE LLOBREGAT;CORBERA , C.F. A;Corbera d'Ebre;Corbera d'Ebre;Corbera d'Ebre
CAMP DE FUTBOL MPAL. GERMANS GONZALVO (2);MOLLET U.E.,CF. B;Mollet de Peralada;Mollet de Peralada;Mollet de Peralada
CAMP DE FUTBOL MPAL. LES PRESES;LES PRESES, C.F. B;Preses, les;Les Preses;Les Preses
CAMP DE FUTBOL MPAL. SELVA DE MAR;SELVATANS C.F. A;Selva de Mar, la;La Selva de Mar;La Selva de Mar
No especificado;FUNDACIÓ ESPORTIVA GRAMA D;Santa Coloma de Gramenet;Santa Coloma de Gramenet;Santa Coloma de Gramenet
CAMP DE FUTBOL MPAL. DE SANT LLORENÇ DE TERRASSA;SAN LORENZO, U.D. A;Llorenç del Penedès;Llorenç del Penedès;Llorenç del Penedès
CAMP DE FUTBOL MPAL. CARMEL;DEPORTIVO PARAGUAY, F.C. A;Barcelona 118 (el Baix Carmel);Barcelona;el Baix Carmel
CAMP DE FUTBOL MPAL. NOU BARRIS;MONTAÑESA, C.F. C;Nou de Berguedà, la;La Nou de Berguedà;La Nou de Berguedà
CAMP DE FUTBOL MPAL. DE GINESTAR;GINESTAR, C.D. A;Ginestar;Ginestar;Ginestar
CAMP DE FUTBOL MPAL. PARC CATALANA;Pª BARC. CINC COPES B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. DE PUIG-REIG;PUIGREIG, C.E. A;Puig-reig;Puig-reig;Puig-reig
CAMP DE FUTBOL ESCOLA CAMP JOLIU;NSA CAMP JOLIU  B;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. DE SANT ANDREU DE LLAVANERES;LLAVANERES, C.E. B;Sant Andreu de la Barca;Sant Andreu de la Barca;Sant Andreu de la Barca
CAMP DE FUTBOL MPAL. DE BERGA;BERGA, C.E. A;Berga;Berga;Berga
CAMP DE FUTBOL MPAL. ANDREU LLADÓ;CALLUS, C.F.;Callús;Callús;Callús
CAMP DE FUTBOL MPAL. FONTSANTA-FATJÓ;FONTSANTA-FATJO, C.D. A;Cornellà de Llobregat 2 (Fontsanta - Fatjó);Cornellà de Llobregat;Fontsanta - Fatjó
CAMP DE FUTBOL CEM SANT OLEGUER;SABADELL  ATLETIC , ASSOC. ESP. P.R.  A;Sabadell;Sabadell;Sabadell
CAMP DE FUTBOL CEM SAGNIER;FUNDACIO PRIVADA ASSOC. ESP. PRAT  A;Prat de Comte;Prat de Comte;Prat de Comte
CAMP DE FUTBOL MPAL. DE VILANOVA DE L´AGUDA;VILANOVA DE L'AGUDA U.E. A;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
CAMP DE FUTBOL MPAL. C.F.SANT ROC;SANT ROC OLOT , C.F. A;Olot;Olot;Olot
CAMP DE FUTBOL MPAL. L'AUBE;JESUS  i   MARIA, U.D. A;Santa Maria d'Oló;Santa Maria d'Oló;Santa Maria d'Oló
CAMP DE FUTBOL MPAL. BOSC TOSCA ANNEX;ESCOLA F. BOSC DE TOSCA, C C;les Preses;les Preses;les Preses
CAMP DE FUTBOL MPAL. DE FLAÇÀ;LA PERA, U.E. A;Flaçà;Flaçà;Flaçà
CAMP DE FUTBOL MPAL. DE BÍTEM;REMOLINS-BITEM, U.E. A;Molins de Rei;Molins de Rei;Molins de Rei
CAMP DE FUTBOL MPAL. TURÓ DE LA PEIRA;RIERASPORT, F.C. A;Barcelona 133 (el Turó de la Peira i Can Peguera);Barcelona;el Turó de la Peira i Can Peguera
CAMP DE FUTBOL MPAL. DE LA SISQUELLA;PINYANA 2021, F.C.  A;Desconocido;Desconocido;Desconocido
CAMP DE FUTBOL MPAL. DE TÉRMENS;TERMENS, A.D. A;Térmens;Térmens;Térmens
CAMP DE FUTBOL MPAL. SALVADOR GISBERT;SANT JAUME D'ENVEIJA, U.E. A.;Sant Jaume d'Enveja;Sant Jaume d'Enveja;Sant Jaume d'Enveja
CAMP DE FUTBOL MPAL. MARCA DE L´HAM;MARCA DE L'HAM, U.E. A;Marçà;Marçà;Marçà
CAMP DE FUTBOL MPAL. D'ABRERA;ABRERA, A.E. B;Abrera;Abrera;Abrera
CAMP DE FUTBOL MPAL. LES ROQUES;SANT VICENÇ 2018, F.C. A;Sant Vicenç de Castellet;Sant Vicenç de Castellet;Sant Vicenç de Castellet
CAMP DE FUTBOL MPAL. DE SANT FELIU DE PALLEROLS;HOSTOLES, U.D. A;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu;Sant Feliu de Buixalleu
CAMP DE FUTBOL MPAL. DE VILANOVA DE LA BARCA;VILANOVA DE LA BARCA, C.F A;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
No especificado;VISTA ALEGRE,U.D. C;Castelldefels 2 (Vista Alegre - el Castell);Castelldefels;Vista Alegre - el Castell
CAMP DE FUTBOL CEM D´AGULLANA;AGULLANA, C.E. A;Agullana;Agullana;Agullana
CAMP DE FUTBOL MPAL. DE RECASENS;INTER RECASENS  CLUB FUTBOL  A;Lleida;Lleida;Lleida
CAMP DE FUTBOL MPAL. CANYELLES (BCN);CANYELLES,C.E. B;Canyelles;Canyelles;Canyelles
CAMP DE FUTBOL MPAL. D´AMER;AMER, C.F. A;Amer;Amer;Amer
CAMP DE FUTBOL MPAL. SANT MARTÍ DE PROVENÇALS;DON BOSCO, C.F. A;Barcelona 35 (l'Escola Industrial);Barcelona;l'Escola Industrial
CAMP DE FUTBOL MPAL. D´ANGLESOLA;ANGULARIA D'ANGLESOLA C.F. A;Anglès;Anglès;Anglès
CAMP DE FUTBOL MPAL. DE BELLCAIRE D´URGELL;BELLCAIRENC, C.F. A;Bellcaire d'Empordà;Bellcaire d'Empordà;Bellcaire d'Empordà
CAMP DE FUTBOL MPAL. ASSOCIACIÓ ALUMNES OBRERS Annex, (2);FUNDACIO  F. VILANOVA I LA GELTRÚ C;Vilanova d'Escornalbou;Vilanova d'Escornalbou;Vilanova d'Escornalbou
CAMP DE FUTBOL MPAL. DE VILADAMAT;VILADAMAT C.F. A;Vilada;Vilada;Vilada
CAMP DE FUTBOL MPAL. IÑAKI FERNÁNDEZ ORJALES, BÚFALO;EMPURIABRAVA CASTELLO, C.F. B;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró
CAMP DE FUTBOL MPAL. DE COLL DE NARGÓ;COLL DE NARGO, C.F. A;Coll de Nargó;Coll de Nargó;Coll de Nargó
CAMP DE FUTBOL MPAL. DE CENTELLES;CENTELLES, U.E. A;Centelles;Centelles;Centelles
CAMP DE FUTBOL MPAL. SANTA EULÀLIA;BARCELONA SPORTING CLUB ESPAÑA  A;Barcelona;Barcelona;Barcelona
CAMP DE FUTBOL CEM CAN DRAGO;ALZAMORA, C.F. D;Barcelona 130 (Can Dragó);Barcelona;Can Dragó
CAMP DE FUTBOL MPAL. D´ALMACELLES;ALMACELLES, AT A;Almacelles;Almacelles;Almacelles
CAMP DE FUTBOL CEM LA BASCULA EMILIO FERNANDEZ F11;ESCOLA F ANGEL PEDRAZA C;Barcelona 51 (la Mare de Déu de Port, Can Clos i el Polvorí);Barcelona;la Mare de Déu de Port, Can Clos i el Polvorí
No especificado;AMERICAN SCHOOL OF BARCELONA ATHLETICS A;Barcelona;Barcelona;Barcelona
CAMP DE FUTBOL MPAL. DEL PLA DE BARRA;CAMARLES, C.F. A;Camarles;Camarles;Camarles
CAMP DE FUTBOL IEM DE DELTEBRE-LA CAVA;LA CAVA, C.D. A;Cava;Cava;Cava
CAMP DE FUTBOL MPAL. JOAN CORTIELLA-CAN SERRADOR;CASTELLAR, UNIO ESPORTIVA B;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró;Castell d'Aro, Platja d'Aro i s'Agaró
CAMP DE FUTBOL MPAL. D´ARTESA DE SEGRE;ARTESA DE SEGRE, C.E. A;Artés;Artés;Artés
CAMP DE FUTBOL MPAL. MION-PUIGBERENGUER;PIRINAICA, F.C. B;Manresa 5 (el Poble Nou - Mion, Puigberenguer i Miralpeix);Manresa;el Poble Nou - Mion, Puigberenguer i Miralpeix
CAMP DE FUTBOL MPAL. DE MARTORELLES;MARTORELLES, C.F. B;Martorell;Martorell;Martorell
CAMP DE FUTBOL MPAL. LA FORJA CAMP-REDÓ;ROQUETENC, C.D. A;Tortosa;Tortosa;Tortosa
CAMP DE FUTBOL MPAL. JOAN CAPDEVILA MÉNDEZ;TARREGA, U.E A;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
CAMP DE FUTBOL MPAL. DE SUDANELL;SUDANELL, C.F. A;Sudanell;Sudanell;Sudanell
No especificado;ALCOVER, C.E. B;Alcover;Alcover;Alcover
CAMP DE FUTBOL MPAL. DE VIDA ACTIVA;CARDONA, C.F. B;Cardona;Cardona;Cardona
CAMP DE FUTBOL COL·LEGI SANT IGNASI;SANT IGNASI C.E. E;Barcelona 79 (la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo);Barcelona;la Bonanova, la Torre Vilana i l'Avinguda del Tibidabo
CAMP DE FUTBOL MPAL. DE BREDA;BREDA, U.E. A;Breda;Breda;Breda
CAMP DE FUTBOL MPAL. LA DEVESA;NAVÀS,C.E. B;Navàs;Navàs;Navàs
CAMP DE FUTBOL ZEM ELS AMETLLERS;BALSARENY, U.E. B;Balsareny;Balsareny;Balsareny
CAMP DE FUTBOL ZEM DE JUNEDA;JUNEDA, C.F. A;Juneda;Juneda;Juneda
CAMP DE FUTBOL MPAL. L'ARENAL;HOSPITALET DE L'INFANT, C.D. A;Hospitalet de Llobregat, l';L'Hospitalet de Llobregat;L'Hospitalet de Llobregat
CAMP DE FUTBOL MPAL. D´ARTÉS;CALDERS, C.F. A;Artés;Artés;Artés
CAMP DE FUTBOL MPAL. DE SOLSONA;SOLSONA, C.F A;Solsona;Solsona;Solsona
CAMP DE FUTBOL MPAL. DEL CENTENARI;ESCOLA FUTBOL MATARO C.E A;Mataró;Mataró;Mataró
CAMP DE FUTBOL ESCOLA ESPORTIVA BRAFA;ESCOLA E.BRAFA  B;Barcelona 142 (Santa Engràcia);Barcelona;Santa Engràcia
CAMP DE FUTBOL MPAL. DE LA POBLA DE SEGUR;POBLA DE SEGUR, C.F. A;Pobla de Cérvoles, la;La Pobla de Cérvoles;La Pobla de Cérvoles
CAMP DE FUTBOL MPAL. LA TRIOLA;SANT SADURNI, U.E. B;Sant Sadurní d'Anoia;Sant Sadurní d'Anoia;Sant Sadurní d'Anoia
CAMP DE FUTBOL MPAL. CAN MASARNAU;IGUALADA CITY 2023, C.E;Igualada;Igualada;Igualada
CAMP DE FUTBOL COL·LEGI BELL-LLOC;SALT AFROCAT, FUTBOL CLUB  A;Bell-lloc d'Urgell;Bell-lloc d'Urgell;Bell-lloc d'Urgell
CAMP DE FUTBOL MPAL. DE TIANA;TIANA, C.C.E. B;Tiana;Tiana;Tiana
CAMP DE FUTBOL MPAL. LA COMA;CONSTANTI, C.E. B;Coma i la Pedra, la;La Coma i la Pedra;La Coma i la Pedra
CAMP DE FUTBOL MPAL. JOAN NICOLAU;VILAMAJOR, C.F. B;Sant Joan de les Abadesses;Sant Joan de les Abadesses;Sant Joan de les Abadesses
